date,year,month,day,day_of_week,is_weekend,WeatherStationName_en,rain_mm_imputed,rain_trace_flag,rain_occurrence_flag,index_right,District_no,District
2025/7/11,2025,7,11,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/12,2025,7,12,Saturday,1,King's Park,5.5,0,1,4,E,Yau Tsim Mong
2025/7/13,2025,7,13,Sunday,1,King's Park,1.1,0,1,4,E,Yau Tsim Mong
2025/7/14,2025,7,14,Monday,0,King's Park,3.4,0,1,4,E,Yau Tsim Mong
2025/7/15,2025,7,15,Tuesday,0,King's Park,0.7,0,1,4,E,Yau Tsim Mong
2025/7/16,2025,7,16,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/17,2025,7,17,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/18,2025,7,18,Friday,0,King's Park,23.3,0,1,4,E,Yau Tsim Mong
2025/7/19,2025,7,19,Saturday,1,King's Park,10.8,0,1,4,E,Yau Tsim Mong
2025/7/20,2025,7,20,Sunday,1,King's Park,113.4,0,1,4,E,Yau Tsim Mong
2025/7/21,2025,7,21,Monday,0,King's Park,40.1,0,1,4,E,Yau Tsim Mong
2025/7/22,2025,7,22,Tuesday,0,King's Park,82.2,0,1,4,E,Yau Tsim Mong
2025/7/23,2025,7,23,Wednesday,0,King's Park,2.4,0,1,4,E,Yau Tsim Mong
2025/7/24,2025,7,24,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/25,2025,7,25,Friday,0,King's Park,37.9,0,1,4,E,Yau Tsim Mong
2025/7/26,2025,7,26,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/27,2025,7,27,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/28,2025,7,28,Monday,0,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/7/29,2025,7,29,Tuesday,0,King's Park,81.4,0,1,4,E,Yau Tsim Mong
2025/7/30,2025,7,30,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/7/31,2025,7,31,Thursday,0,King's Park,1.1,0,1,4,E,Yau Tsim Mong
2025/8/1,2025,8,1,Friday,0,King's Park,2.1,0,1,4,E,Yau Tsim Mong
2025/8/2,2025,8,2,Saturday,1,King's Park,133.1,0,1,4,E,Yau Tsim Mong
2025/8/3,2025,8,3,Sunday,1,King's Park,55.5,0,1,4,E,Yau Tsim Mong
2025/8/4,2025,8,4,Monday,0,King's Park,55.4,0,1,4,E,Yau Tsim Mong
2025/8/5,2025,8,5,Tuesday,0,King's Park,351.5,0,1,4,E,Yau Tsim Mong
2025/8/6,2025,8,6,Wednesday,0,King's Park,7.9,0,1,4,E,Yau Tsim Mong
2025/8/7,2025,8,7,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/8,2025,8,8,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/9,2025,8,9,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/10,2025,8,10,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/11,2025,8,11,Monday,0,King's Park,0.2,0,1,4,E,Yau Tsim Mong
2025/8/12,2025,8,12,Tuesday,0,King's Park,2.7,0,1,4,E,Yau Tsim Mong
2025/8/13,2025,8,13,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/14,2025,8,14,Thursday,0,King's Park,112.4,0,1,4,E,Yau Tsim Mong
2025/8/15,2025,8,15,Friday,0,King's Park,3.8,0,1,4,E,Yau Tsim Mong
2025/8/16,2025,8,16,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/17,2025,8,17,Sunday,1,King's Park,36.1,0,1,4,E,Yau Tsim Mong
2025/8/18,2025,8,18,Monday,0,King's Park,85.8,0,1,4,E,Yau Tsim Mong
2025/8/19,2025,8,19,Tuesday,0,King's Park,76,0,1,4,E,Yau Tsim Mong
2025/8/20,2025,8,20,Wednesday,0,King's Park,0.4,0,1,4,E,Yau Tsim Mong
2025/8/21,2025,8,21,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/22,2025,8,22,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/23,2025,8,23,Saturday,1,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/8/24,2025,8,24,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/25,2025,8,25,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/26,2025,8,26,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/27,2025,8,27,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/8/28,2025,8,28,Thursday,0,King's Park,2.3,0,1,4,E,Yau Tsim Mong
2025/8/29,2025,8,29,Friday,0,King's Park,2.4,0,1,4,E,Yau Tsim Mong
2025/8/30,2025,8,30,Saturday,1,King's Park,7.3,0,1,4,E,Yau Tsim Mong
2025/8/31,2025,8,31,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/1,2025,9,1,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/2,2025,9,2,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/3,2025,9,3,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/4,2025,9,4,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/5,2025,9,5,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/6,2025,9,6,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/7,2025,9,7,Sunday,1,King's Park,48.6,0,1,4,E,Yau Tsim Mong
2025/9/8,2025,9,8,Monday,0,King's Park,98.8,0,1,4,E,Yau Tsim Mong
2025/9/9,2025,9,9,Tuesday,0,King's Park,11.7,0,1,4,E,Yau Tsim Mong
2025/9/10,2025,9,10,Wednesday,0,King's Park,0.3,0,1,4,E,Yau Tsim Mong
2025/9/11,2025,9,11,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/12,2025,9,12,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/13,2025,9,13,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/14,2025,9,14,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/15,2025,9,15,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/16,2025,9,16,Tuesday,0,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/9/17,2025,9,17,Wednesday,0,King's Park,7.5,0,1,4,E,Yau Tsim Mong
2025/9/18,2025,9,18,Thursday,0,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/9/19,2025,9,19,Friday,0,King's Park,0.5,0,1,4,E,Yau Tsim Mong
2025/9/20,2025,9,20,Saturday,1,King's Park,84.9,0,1,4,E,Yau Tsim Mong
2025/9/21,2025,9,21,Sunday,1,King's Park,91.6,0,1,4,E,Yau Tsim Mong
2025/9/22,2025,9,22,Monday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2025/9/23,2025,9,23,Tuesday,0,King's Park,10.2,0,1,4,E,Yau Tsim Mong
2025/9/24,2025,9,24,Wednesday,0,King's Park,219.5,0,1,4,E,Yau Tsim Mong
2025/9/25,2025,9,25,Thursday,0,King's Park,1.7,0,1,4,E,Yau Tsim Mong
2025/9/26,2025,9,26,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/27,2025,9,27,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/28,2025,9,28,Sunday,1,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2025/9/29,2025,9,29,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/9/30,2025,9,30,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/1,2025,10,1,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/2,2025,10,2,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/3,2025,10,3,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/4,2025,10,4,Saturday,1,King's Park,0.4,0,1,4,E,Yau Tsim Mong
2025/10/5,2025,10,5,Sunday,1,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/10/6,2025,10,6,Monday,0,King's Park,1,0,1,4,E,Yau Tsim Mong
2025/10/7,2025,10,7,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/8,2025,10,8,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/9,2025,10,9,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/10,2025,10,10,Friday,0,King's Park,0.8,0,1,4,E,Yau Tsim Mong
2025/10/11,2025,10,11,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/12,2025,10,12,Sunday,1,King's Park,12.4,0,1,4,E,Yau Tsim Mong
2025/10/13,2025,10,13,Monday,0,King's Park,5,0,1,4,E,Yau Tsim Mong
2025/10/14,2025,10,14,Tuesday,0,King's Park,6.2,0,1,4,E,Yau Tsim Mong
2025/10/15,2025,10,15,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/16,2025,10,16,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/17,2025,10,17,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/18,2025,10,18,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/19,2025,10,19,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/20,2025,10,20,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/21,2025,10,21,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/22,2025,10,22,Wednesday,0,King's Park,2.8,0,1,4,E,Yau Tsim Mong
2025/10/23,2025,10,23,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/24,2025,10,24,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/25,2025,10,25,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/26,2025,10,26,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/27,2025,10,27,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/28,2025,10,28,Tuesday,0,King's Park,0.4,0,1,4,E,Yau Tsim Mong
2025/10/29,2025,10,29,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/30,2025,10,30,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/10/31,2025,10,31,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/1,2025,11,1,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/2,2025,11,2,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/3,2025,11,3,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/4,2025,11,4,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/5,2025,11,5,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/6,2025,11,6,Thursday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2025/11/7,2025,11,7,Friday,0,King's Park,3.2,0,1,4,E,Yau Tsim Mong
2025/11/8,2025,11,8,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/9,2025,11,9,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/10,2025,11,10,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/11,2025,11,11,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/12,2025,11,12,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/13,2025,11,13,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/14,2025,11,14,Friday,0,King's Park,0.5,0,1,4,E,Yau Tsim Mong
2025/11/15,2025,11,15,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/16,2025,11,16,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/17,2025,11,17,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/18,2025,11,18,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/19,2025,11,19,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/20,2025,11,20,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/21,2025,11,21,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/22,2025,11,22,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/23,2025,11,23,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/24,2025,11,24,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/25,2025,11,25,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/26,2025,11,26,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/27,2025,11,27,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/28,2025,11,28,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/29,2025,11,29,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/11/30,2025,11,30,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/1,2025,12,1,Monday,0,King's Park,2,0,1,4,E,Yau Tsim Mong
2025/12/2,2025,12,2,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/3,2025,12,3,Wednesday,0,King's Park,2,0,1,4,E,Yau Tsim Mong
2025/12/4,2025,12,4,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/5,2025,12,5,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/6,2025,12,6,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/7,2025,12,7,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/8,2025,12,8,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/9,2025,12,9,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/10,2025,12,10,Wednesday,0,King's Park,0.5,0,1,4,E,Yau Tsim Mong
2025/12/11,2025,12,11,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/12,2025,12,12,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/13,2025,12,13,Saturday,1,King's Park,0.7,0,1,4,E,Yau Tsim Mong
2025/12/14,2025,12,14,Sunday,1,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2025/12/15,2025,12,15,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/16,2025,12,16,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/17,2025,12,17,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/18,2025,12,18,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/19,2025,12,19,Friday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2025/12/20,2025,12,20,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/21,2025,12,21,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/22,2025,12,22,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/23,2025,12,23,Tuesday,0,King's Park,0.7,0,1,4,E,Yau Tsim Mong
2025/12/24,2025,12,24,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/25,2025,12,25,Thursday,0,King's Park,1.1,0,1,4,E,Yau Tsim Mong
2025/12/26,2025,12,26,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/27,2025,12,27,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/28,2025,12,28,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/29,2025,12,29,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/30,2025,12,30,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2025/12/31,2025,12,31,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/1,2026,1,1,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/2,2026,1,2,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/3,2026,1,3,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/4,2026,1,4,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/5,2026,1,5,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/6,2026,1,6,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/7,2026,1,7,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/8,2026,1,8,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/9,2026,1,9,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/10,2026,1,10,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/11,2026,1,11,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/12,2026,1,12,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/13,2026,1,13,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/14,2026,1,14,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/15,2026,1,15,Thursday,0,King's Park,5.4,0,1,4,E,Yau Tsim Mong
2026/1/16,2026,1,16,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/17,2026,1,17,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/18,2026,1,18,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/19,2026,1,19,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/20,2026,1,20,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/21,2026,1,21,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/22,2026,1,22,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/23,2026,1,23,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/24,2026,1,24,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/25,2026,1,25,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/26,2026,1,26,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/27,2026,1,27,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/28,2026,1,28,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/29,2026,1,29,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/30,2026,1,30,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/1/31,2026,1,31,Saturday,1,King's Park,2.1,0,1,4,E,Yau Tsim Mong
2026/2/1,2026,2,1,Sunday,1,King's Park,1.5,0,1,4,E,Yau Tsim Mong
2026/2/2,2026,2,2,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/3,2026,2,3,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/4,2026,2,4,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/5,2026,2,5,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/6,2026,2,6,Friday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2026/2/7,2026,2,7,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/8,2026,2,8,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/9,2026,2,9,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/10,2026,2,10,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/11,2026,2,11,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/12,2026,2,12,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/13,2026,2,13,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/14,2026,2,14,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/15,2026,2,15,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/16,2026,2,16,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/17,2026,2,17,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/18,2026,2,18,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/19,2026,2,19,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/20,2026,2,20,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/21,2026,2,21,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/22,2026,2,22,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/23,2026,2,23,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/24,2026,2,24,Tuesday,0,King's Park,0.7,0,1,4,E,Yau Tsim Mong
2026/2/25,2026,2,25,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/26,2026,2,26,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/2/27,2026,2,27,Friday,0,King's Park,0.6,0,1,4,E,Yau Tsim Mong
2026/2/28,2026,2,28,Saturday,1,King's Park,35.1,0,1,4,E,Yau Tsim Mong
2026/3/1,2026,3,1,Sunday,1,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2026/3/2,2026,3,2,Monday,0,King's Park,15,0,1,4,E,Yau Tsim Mong
2026/3/3,2026,3,3,Tuesday,0,King's Park,70.3,0,1,4,E,Yau Tsim Mong
2026/3/4,2026,3,4,Wednesday,0,King's Park,71.3,0,1,4,E,Yau Tsim Mong
2026/3/5,2026,3,5,Thursday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2026/3/6,2026,3,6,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/7,2026,3,7,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/8,2026,3,8,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/9,2026,3,9,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/10,2026,3,10,Tuesday,0,King's Park,0.1,0,1,4,E,Yau Tsim Mong
2026/3/11,2026,3,11,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/12,2026,3,12,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/13,2026,3,13,Friday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/14,2026,3,14,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/15,2026,3,15,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/16,2026,3,16,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/17,2026,3,17,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/18,2026,3,18,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/19,2026,3,19,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/20,2026,3,20,Friday,0,King's Park,0.3,0,1,4,E,Yau Tsim Mong
2026/3/21,2026,3,21,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/22,2026,3,22,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/23,2026,3,23,Monday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/24,2026,3,24,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/25,2026,3,25,Wednesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/26,2026,3,26,Thursday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/27,2026,3,27,Friday,0,King's Park,1.5,0,1,4,E,Yau Tsim Mong
2026/3/28,2026,3,28,Saturday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/29,2026,3,29,Sunday,1,King's Park,0,0,0,4,E,Yau Tsim Mong
2026/3/30,2026,3,30,Monday,0,King's Park,2.3,0,1,4,E,Yau Tsim Mong
2026/3/31,2026,3,31,Tuesday,0,King's Park,0,0,0,4,E,Yau Tsim Mong
2023/1/1,2023,1,1,Sunday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/2,2023,1,2,Monday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/3,2023,1,3,Tuesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/4,2023,1,4,Wednesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/5,2023,1,5,Thursday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/6,2023,1,6,Friday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/7,2023,1,7,Saturday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/8,2023,1,8,Sunday,1,Lau Fau Shan,0.5,0,1,11,M,Yuen Long
2023/1/9,2023,1,9,Monday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/10,2023,1,10,Tuesday,0,Lau Fau Shan,4.5,0,1,11,M,Yuen Long
2023/1/11,2023,1,11,Wednesday,0,Lau Fau Shan,3,0,1,11,M,Yuen Long
2023/1/12,2023,1,12,Thursday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/13,2023,1,13,Friday,0,Lau Fau Shan,1.5,0,1,11,M,Yuen Long
2023/1/14,2023,1,14,Saturday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/15,2023,1,15,Sunday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/16,2023,1,16,Monday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/17,2023,1,17,Tuesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/18,2023,1,18,Wednesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/19,2023,1,19,Thursday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/20,2023,1,20,Friday,0,Lau Fau Shan,0.5,0,1,11,M,Yuen Long
2023/1/21,2023,1,21,Saturday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/22,2023,1,22,Sunday,1,Lau Fau Shan,0.5,0,1,11,M,Yuen Long
2023/1/23,2023,1,23,Monday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/24,2023,1,24,Tuesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/25,2023,1,25,Wednesday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/26,2023,1,26,Thursday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/27,2023,1,27,Friday,0,Lau Fau Shan,0,0,0,11,M,Yuen Long
2023/1/28,2023,1,28,Saturday,1,Lau Fau Shan,0,0,0,11,M,Yuen Long
